category,ticker,report_pair_id,language_signal_quality,primary_eligible,net_tone_change,uncertainty_rate_change,risk_language_introduction,risk_language_removal,governance_language_change,warning_reasons,exclusion_reasons
risk_introduced,SDL,60caa2a3-661d-4ee2-92ef-539768f8068c,USABLE,True,0.9263268999940202,-0.4571296383019341,0.29806259314456035,0.3477051460361613,-0.47286459035957984,"[report-side] earlier dictionary match rate 0.050 is borderline (< 0.05) -- plausible but worth spot-checking; [alignment-change] alignment run completed with warnings: 54 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW; [alignment-change] collision-flagged word share 0.65 above 0.6 -- non-unique correspondence (duplicate/boilerplate content), not a demonstrated mismatch",
risk_introduced,ACT,01cdd41c-b18e-42ae-9105-7d4105383940,USABLE,True,-1.9748438324375588,0.6905135529241031,0.08048289738430583,0.0,0.11158788122901697,[alignment-change] alignment run completed with warnings: 129 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW,
risk_removed,KP2,393f45ef-e61e-47f4-8ea5-f299cb518d79,USABLE,True,-0.42749106311591856,0.9669371594439049,1.2031990940618587,1.7573504562352147,-0.09578932522630934,[report-side] earlier dictionary match rate 0.048 is borderline (< 0.05) -- plausible but worth spot-checking; [alignment-change] alignment run completed with warnings: 143 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW,
risk_removed,BEL,9586003a-ee0f-45b8-83ed-1eeb58a36532,USABLE,True,-1.0583150486080957,0.4882473758909409,0.2612330198537095,0.397456279809221,0.0321961673047797,"[alignment-change] alignment run completed with warnings: 118 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW; [alignment-change] collision-flagged word share 0.74 above 0.6 -- non-unique correspondence (duplicate/boilerplate content), not a demonstrated mismatch",
risk_removed,KP2,6b6ff484-ea7d-4b87-9768-2d51318ec849,USABLE,True,-0.7023485521018014,0.738418334805413,2.386634844868735,1.3187927973624145,-0.048617844581651415,[report-side] earlier dictionary match rate 0.043 is borderline (< 0.05) -- plausible but worth spot-checking; [report-side] later dictionary match rate 0.047 is borderline (< 0.05) -- plausible but worth spot-checking; [alignment-change] alignment run completed with warnings: 84 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW,
governance_change,ACT,8b48a478-e2cb-404b-9684-c7a06d955979,NEEDS_REVIEW,False,4.467694352471748,-0.3788777546359654,0.08302200083022,0.043702473560003494,0.04980307677827156,"[report-side] irregular reporting gap: unexplained, not a flagged transition period; [alignment-change] irregular reporting gap: unexplained, not a flagged transition period; [alignment-change] alignment run completed with warnings: irregular reporting gap (96 months); [alignment-change] 62 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW; [alignment-change] unmatched word share 0.48 above 0.4 -- high content turnover, not necessarily a defect",[report-side] report-side quality is NEEDS_REVIEW; [report-side] irregular reporting gap excluded from primary analysis by default; [alignment-change] alignment-change quality is NEEDS_REVIEW; [alignment-change] irregular reporting gap excluded from primary analysis by default
governance_change,ACT,01cdd41c-b18e-42ae-9105-7d4105383940,USABLE,True,-1.9748438324375588,0.6905135529241031,0.08048289738430583,0.0,0.11158788122901697,[alignment-change] alignment run completed with warnings: 129 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW,
governance_change,ACT,7022dc8d-a738-42dd-87d0-1c3671a93aba,USABLE,True,-6.579886746621122,-0.04441208355277659,0.0,0.0,1.7036229518938302,"[alignment-change] alignment run completed with warnings: 143 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW; [alignment-change] collision-flagged word share 0.60 above 0.6 -- non-unique correspondence (duplicate/boilerplate content), not a demonstrated mismatch",
list_content_present,ACT,01cdd41c-b18e-42ae-9105-7d4105383940,USABLE,True,-1.9748438324375588,0.6905135529241031,0.08048289738430583,0.0,0.11158788122901697,[alignment-change] alignment run completed with warnings: 129 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW,
list_content_present,SBP,d1b5fcd2-1fa7-4511-8a01-e5743baa9bc3,NEEDS_REVIEW,False,0.9843247876969823,0.5776280061862593,0.0,0.0,0.07913175510577908,[report-side] earlier dictionary match rate 0.049 is borderline (< 0.05) -- plausible but worth spot-checking; [report-side] later dictionary match rate 0.047 is borderline (< 0.05) -- plausible but worth spot-checking; [alignment-change] collision-flagged word share 0.89 exceeds tolerance (0.85); [alignment-change] alignment run completed with warnings: 11 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW,[alignment-change] alignment-change quality is NEEDS_REVIEW
list_content_present,SUR,bbd302a8-7777-42b1-afaa-d7bae792b638,USABLE,True,2.517501629644098,-2.618553429244951,0.0,0.16173378618793466,0.09154108041100528,"[alignment-change] alignment run completed with warnings: 361 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW; [alignment-change] collision-flagged word share 0.77 above 0.6 -- non-unique correspondence (duplicate/boilerplate content), not a demonstrated mismatch",
table_context_present,BEL,797dd800-261d-4097-8bc9-86a0d1d27555,USABLE,True,-0.4427008280101532,-2.4952280939349896,0.45248868778280543,0.0,-0.6076996398276666,[alignment-change] alignment run completed with warnings: 64 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW,
table_context_present,BEL,99605b80-c80b-483a-9156-3405eb9a5c71,USABLE,True,2.9661756517271485,2.175312159999283,1.5739769150052465,0.8511782098378281,0.26892929381424713,[alignment-change] alignment run completed with warnings: 82 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW,
table_context_present,BEL,f2bf4ba7-cd10-4079-b827-e8a9ee1af1f3,USABLE,True,-3.825999233824822,-0.02653165251050993,0.5886392622387914,1.2944983818770226,-1.069741383444728,"[alignment-change] alignment run completed with warnings: 116 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW; [alignment-change] collision-flagged word share 0.67 above 0.6 -- non-unique correspondence (duplicate/boilerplate content), not a demonstrated mismatch",
currency_exposure_mixed_present,KP2,5b757eb0-ecd2-4b0a-a06b-2289156a8aca,USABLE,True,-0.43579293765469895,-1.2030810134018939,1.4257376642697743,2.5337302844112246,-0.2815075877879969,[report-side] earlier dictionary match rate 0.047 is borderline (< 0.05) -- plausible but worth spot-checking; [report-side] later dictionary match rate 0.044 is borderline (< 0.05) -- plausible but worth spot-checking; [alignment-change] alignment run completed with warnings: 106 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW,
currency_exposure_mixed_present,KP2,6b6ff484-ea7d-4b87-9768-2d51318ec849,USABLE,True,-0.7023485521018014,0.738418334805413,2.386634844868735,1.3187927973624145,-0.048617844581651415,[report-side] earlier dictionary match rate 0.043 is borderline (< 0.05) -- plausible but worth spot-checking; [report-side] later dictionary match rate 0.047 is borderline (< 0.05) -- plausible but worth spot-checking; [alignment-change] alignment run completed with warnings: 84 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW,
needs_review,SBP,d1b5fcd2-1fa7-4511-8a01-e5743baa9bc3,NEEDS_REVIEW,False,0.9843247876969823,0.5776280061862593,0.0,0.0,0.07913175510577908,[report-side] earlier dictionary match rate 0.049 is borderline (< 0.05) -- plausible but worth spot-checking; [report-side] later dictionary match rate 0.047 is borderline (< 0.05) -- plausible but worth spot-checking; [alignment-change] collision-flagged word share 0.89 exceeds tolerance (0.85); [alignment-change] alignment run completed with warnings: 11 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW,[alignment-change] alignment-change quality is NEEDS_REVIEW
needs_review,ACT,8b48a478-e2cb-404b-9684-c7a06d955979,NEEDS_REVIEW,False,4.467694352471748,-0.3788777546359654,0.08302200083022,0.043702473560003494,0.04980307677827156,"[report-side] irregular reporting gap: unexplained, not a flagged transition period; [alignment-change] irregular reporting gap: unexplained, not a flagged transition period; [alignment-change] alignment run completed with warnings: irregular reporting gap (96 months); [alignment-change] 62 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW; [alignment-change] unmatched word share 0.48 above 0.4 -- high content turnover, not necessarily a defect",[report-side] report-side quality is NEEDS_REVIEW; [report-side] irregular reporting gap excluded from primary analysis by default; [alignment-change] alignment-change quality is NEEDS_REVIEW; [alignment-change] irregular reporting gap excluded from primary analysis by default
not_primary_eligible,SBP,d1b5fcd2-1fa7-4511-8a01-e5743baa9bc3,NEEDS_REVIEW,False,0.9843247876969823,0.5776280061862593,0.0,0.0,0.07913175510577908,[report-side] earlier dictionary match rate 0.049 is borderline (< 0.05) -- plausible but worth spot-checking; [report-side] later dictionary match rate 0.047 is borderline (< 0.05) -- plausible but worth spot-checking; [alignment-change] collision-flagged word share 0.89 exceeds tolerance (0.85); [alignment-change] alignment run completed with warnings: 11 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW,[alignment-change] alignment-change quality is NEEDS_REVIEW
not_primary_eligible,ACT,8b48a478-e2cb-404b-9684-c7a06d955979,NEEDS_REVIEW,False,4.467694352471748,-0.3788777546359654,0.08302200083022,0.043702473560003494,0.04980307677827156,"[report-side] irregular reporting gap: unexplained, not a flagged transition period; [alignment-change] irregular reporting gap: unexplained, not a flagged transition period; [alignment-change] alignment run completed with warnings: irregular reporting gap (96 months); [alignment-change] 62 ambiguous alignment(s); [alignment-change] upstream feature quality is NEEDS_REVIEW; [alignment-change] unmatched word share 0.48 above 0.4 -- high content turnover, not necessarily a defect",[report-side] report-side quality is NEEDS_REVIEW; [report-side] irregular reporting gap excluded from primary analysis by default; [alignment-change] alignment-change quality is NEEDS_REVIEW; [alignment-change] irregular reporting gap excluded from primary analysis by default
