preset,case_id,case_type,expected,actual,recovered,precision_at_3,citation_complete,has_duplicate,wrong_topic_right_company_false_support
minimal_gate,broad-corpus-governance-practices,broad_corpus_wide,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.3333,true,false,false
minimal_gate,multi-company-remuneration-comparison,multi_company,SUPPORTED,SUPPORTED,false,0.3333,true,false,false
minimal_gate,weak-indirect-sbp-industrial-diversification,weak_indirect_evidence,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
minimal_gate,related-terminology-no-support-kp2-community,related_terminology_no_direct_support,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
minimal_gate,quality-aware-act-remuneration-short,requires_quality_aware_interpretation,SUPPORTED,PARTIALLY_SUPPORTED,false,0.0000,true,false,false
minimal_gate,direction-lexical-act-growth-increase,requires_comparison_direction,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,false,0.0000,true,false,false
minimal_gate,direction-lexical-bel-repurchase-removed,requires_comparison_direction,SUPPORTED,SUPPORTED,false,0.0000,true,false,false
minimal_gate,chronology-kp2-hse-governance-timeline,requires_chronology,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
minimal_gate,sup-sbp-financial-incentives,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,false,0.0000,true,false,false
minimal_gate,sup-sbp-governance-special-incentives,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
minimal_gate,sup-sbp-shareholder-inclusive-approach,answerable_by_one_passage,SUPPORTED,SUPPORTED,false,0.0000,true,false,false
minimal_gate,sup-sdl-financial-environmental-stewardship,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.5000,true,false,false
minimal_gate,sup-sdl-financial-directors-report-governance,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
minimal_gate,sup-sdl-governance-new-director-bio,answerable_from_new_disclosure,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
minimal_gate,sup-sdl-governance-no-significant-changes,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,true,0.5000,true,false,false
minimal_gate,sup-sdl-risk-currency-sensitivity,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.6667,true,false,false
minimal_gate,sup-sdl-strategy-share-based-payments,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
minimal_gate,sup-sur-financial-remuneration-weightings,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
minimal_gate,sup-sur-governance-malus-clawback,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.5000,true,false,false
minimal_gate,sup-sur-risk-board-activities-2023,answerable_only_within_one_report_period,SUPPORTED,PARTIALLY_SUPPORTED,true,0.5000,true,false,false
minimal_gate,sup-sur-risk-governing-body-inseparable-elements,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
minimal_gate,partial-sur-target-setting-and-exact-budget,partially_answerable,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
minimal_gate,partial-kp2-liability-classification-and-fair-value-hierarchy,partially_answerable,PARTIALLY_SUPPORTED,SUPPORTED,false,0.0000,true,false,false
minimal_gate,repeated-passage-kp2-materiality-audit,repeated_passage_across_comparisons,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
minimal_gate,repeated-passage-kp2-transitions-both-modification,repeated_passage_across_comparisons,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
minimal_gate,repeated-passage-kp2-financial-liabilities,repeated_passage_across_comparisons,SUPPORTED,SUPPORTED,true,0.6667,true,false,false
weighted_gate,sup-act-financial-growth,answerable_by_one_passage,SUPPORTED,SUPPORTED,false,0.0000,true,false,false
weighted_gate,sup-act-governance-board-meetings,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,true,false,false
weighted_gate,sup-act-risk-labour-standards,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
weighted_gate,sup-bel-financial-repurchase,answerable_by_one_passage,SUPPORTED,SUPPORTED,false,0.0000,true,false,false
weighted_gate,sup-bel-governance-board-charter,answerable_by_one_passage,SUPPORTED,SUPPORTED,false,0.0000,true,false,false
weighted_gate,sup-bel-risk-credit-guarantee,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
weighted_gate,sup-kp2-governance-hse-committee,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,false,0.0000,true,false,false
weighted_gate,sup-kp2-financial-loss,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
weighted_gate,sup-kp2-strategy-disclosure-obligations,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,1.0000,true,false,false
weighted_gate,sup-sbp-governance-remuneration-policy,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,true,false,false
weighted_gate,sup-sbp-strategy-investment-proposition,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
weighted_gate,sup-sdl-financial-fair-value,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,true,false,false
weighted_gate,sup-sdl-governance-key-management,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
weighted_gate,sup-sdl-strategy-sovereign-risk,answerable_by_one_passage,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
weighted_gate,sup-sur-financial-target-setting,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,false,0.0000,true,false,false
weighted_gate,sup-sur-risk-stakeholder-governance,answerable_by_one_passage,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,true,0.3333,true,false,false
weighted_gate,sup-sur-strategy-loadshedding,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,true,false,false
weighted_gate,sup-multi-act-growth-both-sides,answerable_only_by_multiple_passages,SUPPORTED,SUPPORTED,false,0.0000,true,false,false
weighted_gate,sup-earlier-side-act-labour,answerable_only_from_earlier_side,SUPPORTED,SUPPORTED,false,0.0000,true,false,false
weighted_gate,sup-later-side-kp2-hse,answerable_only_from_later_side,SUPPORTED,SUPPORTED,false,0.0000,true,false,false
weighted_gate,sup-new-sdl-directors-report,answerable_from_new_disclosure,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,false,0.0000,true,false,false
weighted_gate,sup-removed-act-leadership-bio,answerable_from_removed_disclosure,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,true,0.3333,true,false,false
weighted_gate,sup-modified-bel-agm-notice,answerable_from_modified_disclosure,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,false,0.0000,true,false,false
weighted_gate,sup-period-kp2-2024,answerable_only_within_one_report_period,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
weighted_gate,partial-sbp-remuneration-and-succession,partially_answerable,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,true,false,false
weighted_gate,partial-bel-repurchase-and-buyback-pricing,partially_answerable,PARTIALLY_SUPPORTED,SUPPORTED,false,0.0000,true,false,false
weighted_gate,partial-kp2-materiality-and-fraud-risk,partially_answerable,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,true,false,false
weighted_gate,partial-act-diversity-and-gender-pay-gap,partially_answerable,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,false,0.0000,true,false,false
weighted_gate,ambiguous-sbp-restatement,conflicting_or_apparently_inconsistent,AMBIGUOUS_OR_CONFLICTING,SUPPORTED,false,0.0000,true,false,true
weighted_gate,ambiguous-sdl-directors-report-new-removed,conflicting_or_apparently_inconsistent,AMBIGUOUS_OR_CONFLICTING,AMBIGUOUS_OR_CONFLICTING,false,0.0000,true,false,false
weighted_gate,ambiguous-sbp-listed-investment-performance,ambiguous,AMBIGUOUS_OR_CONFLICTING,PARTIALLY_SUPPORTED,false,0.0000,true,false,false
weighted_gate,ambiguous-sbp-non-executive-directors,ambiguous,AMBIGUOUS_OR_CONFLICTING,SUPPORTED,false,0.0000,true,false,false
weighted_gate,ambiguous-sbp-valuation-summary,conflicting_or_apparently_inconsistent,AMBIGUOUS_OR_CONFLICTING,SUPPORTED,false,0.0000,true,false,false
weighted_gate,noanswer-airline-loyalty,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,PARTIALLY_SUPPORTED,false,0.0000,true,false,false
weighted_gate,noanswer-esports,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,SUPPORTED,false,0.0000,true,false,false
weighted_gate,noanswer-agriculture-subsidy,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,SUPPORTED,false,0.0000,true,false,false
weighted_gate,noanswer-deep-sea-mining,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,AMBIGUOUS_OR_CONFLICTING,false,0.0000,true,false,false
weighted_gate,noanswer-social-media-influencer,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
weighted_gate,noanswer-patent-litigation,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
weighted_gate,noanswer-nonexistent-company,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,PARTIALLY_SUPPORTED,false,0.0000,true,false,false
weighted_gate,noanswer-unsupported-acquisition,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
weighted_gate,noanswer-nonexistent-regulatory-event,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,SUPPORTED,false,0.0000,true,false,false
weighted_gate,noanswer-unsupported-numeric-claim,unsupported_exact_numeric_claim,INSUFFICIENT_EVIDENCE,SUPPORTED,false,0.0000,true,false,false
weighted_gate,numeric-trap-act-operating-margin,numerical_table_fragment_without_explanatory_prose,INSUFFICIENT_EVIDENCE,SUPPORTED,false,0.0000,true,false,false
weighted_gate,numeric-trap-sbp-investments-per-category,numerical_table_fragment_without_explanatory_prose,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
weighted_gate,numeric-trap-short-heading-operations,short_heading_trap,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
weighted_gate,short-heading-trap-usd-currency,short_heading_trap,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
weighted_gate,short-heading-trap-back-navigation,short_heading_trap,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
weighted_gate,broad-corpus-governance-practices,broad_corpus_wide,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.3333,true,false,false
weighted_gate,multi-company-remuneration-comparison,multi_company,SUPPORTED,SUPPORTED,false,0.3333,true,false,false
weighted_gate,weak-indirect-sbp-industrial-diversification,weak_indirect_evidence,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
weighted_gate,related-terminology-no-support-kp2-community,related_terminology_no_direct_support,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
weighted_gate,quality-aware-act-remuneration-short,requires_quality_aware_interpretation,SUPPORTED,PARTIALLY_SUPPORTED,false,0.0000,true,false,false
weighted_gate,direction-lexical-act-growth-increase,requires_comparison_direction,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,false,0.0000,true,false,false
weighted_gate,direction-lexical-bel-repurchase-removed,requires_comparison_direction,SUPPORTED,SUPPORTED,false,0.0000,true,false,false
weighted_gate,chronology-kp2-hse-governance-timeline,requires_chronology,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
weighted_gate,sup-sbp-financial-incentives,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,false,0.0000,true,false,false
weighted_gate,sup-sbp-governance-special-incentives,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
weighted_gate,sup-sbp-shareholder-inclusive-approach,answerable_by_one_passage,SUPPORTED,SUPPORTED,false,0.0000,true,false,false
weighted_gate,sup-sdl-financial-environmental-stewardship,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.5000,true,false,false
weighted_gate,sup-sdl-financial-directors-report-governance,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
weighted_gate,sup-sdl-governance-new-director-bio,answerable_from_new_disclosure,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
weighted_gate,sup-sdl-governance-no-significant-changes,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,true,0.5000,true,false,false
weighted_gate,sup-sdl-risk-currency-sensitivity,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.6667,true,false,false
weighted_gate,sup-sdl-strategy-share-based-payments,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
weighted_gate,sup-sur-financial-remuneration-weightings,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
weighted_gate,sup-sur-governance-malus-clawback,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.5000,true,false,false
weighted_gate,sup-sur-risk-board-activities-2023,answerable_only_within_one_report_period,SUPPORTED,PARTIALLY_SUPPORTED,true,0.5000,true,false,false
weighted_gate,sup-sur-risk-governing-body-inseparable-elements,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
weighted_gate,partial-sur-target-setting-and-exact-budget,partially_answerable,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
weighted_gate,partial-kp2-liability-classification-and-fair-value-hierarchy,partially_answerable,PARTIALLY_SUPPORTED,SUPPORTED,false,0.0000,true,false,false
weighted_gate,repeated-passage-kp2-materiality-audit,repeated_passage_across_comparisons,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
weighted_gate,repeated-passage-kp2-transitions-both-modification,repeated_passage_across_comparisons,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
weighted_gate,repeated-passage-kp2-financial-liabilities,repeated_passage_across_comparisons,SUPPORTED,SUPPORTED,true,0.6667,true,false,false
weighted_gate_body,sup-act-financial-growth,answerable_by_one_passage,SUPPORTED,SUPPORTED,false,0.0000,true,false,false
weighted_gate_body,sup-act-governance-board-meetings,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,true,false,false
weighted_gate_body,sup-act-risk-labour-standards,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
weighted_gate_body,sup-bel-financial-repurchase,answerable_by_one_passage,SUPPORTED,SUPPORTED,false,0.0000,true,false,false
weighted_gate_body,sup-bel-governance-board-charter,answerable_by_one_passage,SUPPORTED,SUPPORTED,false,0.0000,true,false,false
weighted_gate_body,sup-bel-risk-credit-guarantee,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
weighted_gate_body,sup-kp2-governance-hse-committee,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,false,0.0000,true,false,false
weighted_gate_body,sup-kp2-financial-loss,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
weighted_gate_body,sup-kp2-strategy-disclosure-obligations,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,1.0000,true,false,false
weighted_gate_body,sup-sbp-governance-remuneration-policy,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,true,false,false
weighted_gate_body,sup-sbp-strategy-investment-proposition,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
weighted_gate_body,sup-sdl-financial-fair-value,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,true,false,false
weighted_gate_body,sup-sdl-governance-key-management,answerable_by_one_passage,SUPPORTED,SUPPORTED,true,0.3333,true,false,false
weighted_gate_body,sup-sdl-strategy-sovereign-risk,answerable_by_one_passage,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
weighted_gate_body,sup-sur-financial-target-setting,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,false,0.0000,true,false,false
weighted_gate_body,sup-sur-risk-stakeholder-governance,answerable_by_one_passage,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,true,0.3333,true,false,false
weighted_gate_body,sup-sur-strategy-loadshedding,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,true,false,false
weighted_gate_body,sup-multi-act-growth-both-sides,answerable_only_by_multiple_passages,SUPPORTED,SUPPORTED,false,0.0000,true,false,false
weighted_gate_body,sup-earlier-side-act-labour,answerable_only_from_earlier_side,SUPPORTED,SUPPORTED,false,0.0000,true,false,false
weighted_gate_body,sup-later-side-kp2-hse,answerable_only_from_later_side,SUPPORTED,SUPPORTED,false,0.0000,true,false,false
weighted_gate_body,sup-new-sdl-directors-report,answerable_from_new_disclosure,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,false,0.0000,true,false,false
weighted_gate_body,sup-removed-act-leadership-bio,answerable_from_removed_disclosure,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,true,0.3333,true,false,false
weighted_gate_body,sup-modified-bel-agm-notice,answerable_from_modified_disclosure,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,false,0.0000,true,false,false
weighted_gate_body,sup-period-kp2-2024,answerable_only_within_one_report_period,SUPPORTED,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
weighted_gate_body,partial-sbp-remuneration-and-succession,partially_answerable,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,true,false,false
weighted_gate_body,partial-bel-repurchase-and-buyback-pricing,partially_answerable,PARTIALLY_SUPPORTED,SUPPORTED,false,0.0000,true,false,false
weighted_gate_body,partial-kp2-materiality-and-fraud-risk,partially_answerable,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,true,0.3333,true,false,false
weighted_gate_body,partial-act-diversity-and-gender-pay-gap,partially_answerable,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,false,0.0000,true,false,false
weighted_gate_body,ambiguous-sbp-restatement,conflicting_or_apparently_inconsistent,AMBIGUOUS_OR_CONFLICTING,SUPPORTED,false,0.0000,true,false,true
weighted_gate_body,ambiguous-sdl-directors-report-new-removed,conflicting_or_apparently_inconsistent,AMBIGUOUS_OR_CONFLICTING,AMBIGUOUS_OR_CONFLICTING,false,0.0000,true,false,false
weighted_gate_body,ambiguous-sbp-listed-investment-performance,ambiguous,AMBIGUOUS_OR_CONFLICTING,PARTIALLY_SUPPORTED,false,0.0000,true,false,false
weighted_gate_body,ambiguous-sbp-non-executive-directors,ambiguous,AMBIGUOUS_OR_CONFLICTING,SUPPORTED,false,0.0000,true,false,false
weighted_gate_body,ambiguous-sbp-valuation-summary,conflicting_or_apparently_inconsistent,AMBIGUOUS_OR_CONFLICTING,SUPPORTED,false,0.0000,true,false,false
weighted_gate_body,noanswer-airline-loyalty,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,PARTIALLY_SUPPORTED,false,0.0000,true,false,false
weighted_gate_body,noanswer-esports,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,SUPPORTED,false,0.0000,true,false,false
weighted_gate_body,noanswer-agriculture-subsidy,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,SUPPORTED,false,0.0000,true,false,false
weighted_gate_body,noanswer-deep-sea-mining,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,AMBIGUOUS_OR_CONFLICTING,false,0.0000,true,false,false
weighted_gate_body,noanswer-social-media-influencer,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
weighted_gate_body,noanswer-patent-litigation,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
weighted_gate_body,noanswer-nonexistent-company,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,PARTIALLY_SUPPORTED,false,0.0000,true,false,false
weighted_gate_body,noanswer-unsupported-acquisition,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,false,0.0000,true,false,false
weighted_gate_body,noanswer-nonexistent-regulatory-event,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,SUPPORTED,false,0.0000,true,false,false
