config_label,case_id,case_type,expected,actual,primary_stage,recovered,precision_at_3,recall_at_5,has_duplicate_passage_id,citation_complete,latency_ms,was_retrieval_miss_baseline_case
BASELINE_CANONICAL,sup-sdl-strategy-sovereign-risk,answerable_by_one_passage,SUPPORTED,INSUFFICIENT_EVIDENCE,RETRIEVAL_MISS,false,0.000,0.000,false,true,96,true
BASELINE_CANONICAL,sup-sur-financial-target-setting,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,RERANKING_MISS,false,0.000,0.000,false,true,169,false
BASELINE_CANONICAL,sup-sur-risk-stakeholder-governance,answerable_by_one_passage,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,GATE_MISCLASSIFICATION,true,0.333,1.000,false,true,245,false
BASELINE_CANONICAL,sup-sur-strategy-loadshedding,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,GATE_MISCLASSIFICATION,true,0.333,1.000,false,true,200,false
BASELINE_CANONICAL,sup-multi-act-growth-both-sides,answerable_only_by_multiple_passages,SUPPORTED,INSUFFICIENT_EVIDENCE,EVIDENCE_SELECTION_MISS,false,0.000,0.000,false,true,225,false
BASELINE_CANONICAL,sup-earlier-side-act-labour,answerable_only_from_earlier_side,SUPPORTED,SUPPORTED,EVIDENCE_SELECTION_MISS,false,0.000,0.000,false,true,151,false
BASELINE_CANONICAL,sup-later-side-kp2-hse,answerable_only_from_later_side,SUPPORTED,SUPPORTED,RERANKING_MISS,false,0.000,0.000,false,true,140,false
BASELINE_CANONICAL,sup-new-sdl-directors-report,answerable_from_new_disclosure,SUPPORTED,INSUFFICIENT_EVIDENCE,RERANKING_MISS,true,1.000,1.000,false,true,115,false
BASELINE_CANONICAL,sup-removed-act-leadership-bio,answerable_from_removed_disclosure,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,GATE_MISCLASSIFICATION,true,0.500,1.000,false,true,143,false
BASELINE_CANONICAL,sup-modified-bel-agm-notice,answerable_from_modified_disclosure,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,RERANKING_MISS,false,0.000,0.000,false,true,183,false
BASELINE_CANONICAL,sup-period-kp2-2024,answerable_only_within_one_report_period,SUPPORTED,INSUFFICIENT_EVIDENCE,RETRIEVAL_MISS,false,0.000,0.000,false,true,164,true
BASELINE_CANONICAL,partial-sbp-remuneration-and-succession,partially_answerable,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PIPELINE_SUCCESS,true,0.333,1.000,false,true,148,false
BASELINE_CANONICAL,partial-bel-repurchase-and-buyback-pricing,partially_answerable,PARTIALLY_SUPPORTED,SUPPORTED,RETRIEVAL_MISS,false,0.000,0.000,false,true,173,false
BASELINE_CANONICAL,partial-kp2-materiality-and-fraud-risk,partially_answerable,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PIPELINE_SUCCESS,true,0.333,1.000,false,true,152,false
BASELINE_CANONICAL,partial-act-diversity-and-gender-pay-gap,partially_answerable,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,RETRIEVAL_MISS,false,0.000,0.000,false,true,141,true
BASELINE_CANONICAL,ambiguous-sbp-restatement,conflicting_or_apparently_inconsistent,AMBIGUOUS_OR_CONFLICTING,INSUFFICIENT_EVIDENCE,GATE_MISCLASSIFICATION,false,0.000,1.000,false,true,121,false
BASELINE_CANONICAL,ambiguous-sdl-directors-report-new-removed,conflicting_or_apparently_inconsistent,AMBIGUOUS_OR_CONFLICTING,AMBIGUOUS_OR_CONFLICTING,PIPELINE_SUCCESS,false,0.000,1.000,false,true,109,false
BASELINE_CANONICAL,ambiguous-sbp-listed-investment-performance,ambiguous,AMBIGUOUS_OR_CONFLICTING,PARTIALLY_SUPPORTED,GATE_MISCLASSIFICATION,false,0.000,1.000,false,true,112,false
BASELINE_CANONICAL,ambiguous-sbp-non-executive-directors,ambiguous,AMBIGUOUS_OR_CONFLICTING,SUPPORTED,GATE_MISCLASSIFICATION,false,0.000,1.000,false,true,113,false
BASELINE_CANONICAL,ambiguous-sbp-valuation-summary,conflicting_or_apparently_inconsistent,AMBIGUOUS_OR_CONFLICTING,INSUFFICIENT_EVIDENCE,GATE_MISCLASSIFICATION,false,0.000,1.000,false,true,92,false
BASELINE_CANONICAL,noanswer-airline-loyalty,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,PIPELINE_SUCCESS,false,0.000,1.000,false,true,259,false
BASELINE_CANONICAL,noanswer-esports,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,PIPELINE_SUCCESS,false,0.000,1.000,false,true,250,false
BASELINE_CANONICAL,noanswer-agriculture-subsidy,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,PIPELINE_SUCCESS,false,0.000,1.000,false,true,254,false
BASELINE_CANONICAL,noanswer-deep-sea-mining,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,PIPELINE_SUCCESS,false,0.000,1.000,false,true,283,false
BASELINE_CANONICAL,noanswer-social-media-influencer,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,PIPELINE_SUCCESS,false,0.000,1.000,false,true,335,false
BASELINE_CANONICAL,noanswer-patent-litigation,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,PIPELINE_SUCCESS,false,0.000,1.000,false,true,252,false
BASELINE_CANONICAL,noanswer-nonexistent-company,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,PIPELINE_SUCCESS,false,0.000,1.000,false,true,436,false
BASELINE_CANONICAL,noanswer-unsupported-acquisition,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,PIPELINE_SUCCESS,false,0.000,1.000,false,true,295,false
BASELINE_CANONICAL,noanswer-nonexistent-regulatory-event,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,PIPELINE_SUCCESS,false,0.000,1.000,false,true,316,false
BASELINE_CANONICAL,noanswer-unsupported-numeric-claim,unsupported_exact_numeric_claim,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,PIPELINE_SUCCESS,false,0.000,1.000,false,true,316,false
BASELINE_CANONICAL,numeric-trap-act-operating-margin,numerical_table_fragment_without_explanatory_prose,INSUFFICIENT_EVIDENCE,SUPPORTED,GATE_MISCLASSIFICATION,false,0.000,1.000,false,true,136,false
BASELINE_CANONICAL,numeric-trap-sbp-investments-per-category,numerical_table_fragment_without_explanatory_prose,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,PIPELINE_SUCCESS,false,0.000,1.000,false,true,116,false
BASELINE_CANONICAL,numeric-trap-short-heading-operations,short_heading_trap,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,RETRIEVAL_MISS,false,0.000,0.000,false,true,259,true
BASELINE_CANONICAL,short-heading-trap-usd-currency,short_heading_trap,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,RETRIEVAL_MISS,false,0.000,0.000,false,true,141,true
BASELINE_CANONICAL,short-heading-trap-back-navigation,short_heading_trap,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,PIPELINE_SUCCESS,false,0.000,1.000,false,true,133,false
BASELINE_CANONICAL,broad-corpus-governance-practices,broad_corpus_wide,SUPPORTED,INSUFFICIENT_EVIDENCE,RETRIEVAL_MISS,false,0.333,0.000,false,true,406,true
BASELINE_CANONICAL,multi-company-remuneration-comparison,multi_company,SUPPORTED,INSUFFICIENT_EVIDENCE,RETRIEVAL_MISS,false,0.333,0.500,false,true,277,true
BASELINE_CANONICAL,weak-indirect-sbp-industrial-diversification,weak_indirect_evidence,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,PIPELINE_SUCCESS,false,0.000,1.000,false,true,95,false
BASELINE_CANONICAL,related-terminology-no-support-kp2-community,related_terminology_no_direct_support,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,PIPELINE_SUCCESS,false,0.000,1.000,false,true,162,false
BASELINE_CANONICAL,quality-aware-act-remuneration-short,requires_quality_aware_interpretation,SUPPORTED,INSUFFICIENT_EVIDENCE,RETRIEVAL_MISS,false,0.000,0.000,false,true,140,true
BASELINE_CANONICAL,direction-lexical-act-growth-increase,requires_comparison_direction,SUPPORTED,INSUFFICIENT_EVIDENCE,RETRIEVAL_MISS,false,0.000,0.000,false,true,184,true
BASELINE_CANONICAL,direction-lexical-bel-repurchase-removed,requires_comparison_direction,SUPPORTED,INSUFFICIENT_EVIDENCE,RETRIEVAL_MISS,false,0.000,0.000,false,true,128,true
BASELINE_CANONICAL,chronology-kp2-hse-governance-timeline,requires_chronology,SUPPORTED,INSUFFICIENT_EVIDENCE,RETRIEVAL_MISS,false,0.000,0.000,false,true,147,true
BASELINE_CANONICAL,sup-sbp-financial-incentives,answerable_by_one_passage,SUPPORTED,INSUFFICIENT_EVIDENCE,EVIDENCE_SELECTION_MISS,false,0.000,0.000,false,true,119,false
BASELINE_CANONICAL,sup-sbp-governance-special-incentives,answerable_by_one_passage,SUPPORTED,SUPPORTED,PIPELINE_SUCCESS,true,0.333,1.000,false,true,120,false
BASELINE_CANONICAL,sup-sbp-shareholder-inclusive-approach,answerable_by_one_passage,SUPPORTED,SUPPORTED,EVIDENCE_SELECTION_MISS,false,0.000,0.000,false,true,119,false
BASELINE_CANONICAL,sup-sdl-financial-environmental-stewardship,answerable_by_one_passage,SUPPORTED,SUPPORTED,PIPELINE_SUCCESS,true,0.500,1.000,false,true,107,false
BASELINE_CANONICAL,sup-sdl-financial-directors-report-governance,answerable_by_one_passage,SUPPORTED,SUPPORTED,PIPELINE_SUCCESS,true,0.333,1.000,false,true,117,false
BASELINE_CANONICAL,sup-sdl-governance-new-director-bio,answerable_from_new_disclosure,SUPPORTED,SUPPORTED,PIPELINE_SUCCESS,true,0.333,1.000,false,true,114,false
BASELINE_CANONICAL,sup-sdl-governance-no-significant-changes,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,GATE_MISCLASSIFICATION,true,0.500,1.000,false,true,109,false
BASELINE_CANONICAL,sup-sdl-risk-currency-sensitivity,answerable_by_one_passage,SUPPORTED,SUPPORTED,PIPELINE_SUCCESS,true,0.667,1.000,false,true,110,false
BASELINE_CANONICAL,sup-sdl-strategy-share-based-payments,answerable_by_one_passage,SUPPORTED,SUPPORTED,PIPELINE_SUCCESS,true,0.333,0.500,false,true,110,false
BASELINE_CANONICAL,sup-sur-financial-remuneration-weightings,answerable_by_one_passage,SUPPORTED,INSUFFICIENT_EVIDENCE,EVIDENCE_SELECTION_MISS,false,0.000,0.000,false,true,158,false
BASELINE_CANONICAL,sup-sur-governance-malus-clawback,answerable_by_one_passage,SUPPORTED,SUPPORTED,PIPELINE_SUCCESS,true,0.500,1.000,false,true,144,false
BASELINE_CANONICAL,sup-sur-risk-board-activities-2023,answerable_only_within_one_report_period,SUPPORTED,INSUFFICIENT_EVIDENCE,EVIDENCE_SELECTION_MISS,false,0.000,0.000,false,true,127,false
BASELINE_CANONICAL,sup-sur-risk-governing-body-inseparable-elements,answerable_by_one_passage,SUPPORTED,SUPPORTED,PIPELINE_SUCCESS,true,0.333,1.000,false,true,141,false
BASELINE_CANONICAL,partial-sur-target-setting-and-exact-budget,partially_answerable,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,RETRIEVAL_MISS,false,0.000,0.000,false,true,93,true
BASELINE_CANONICAL,partial-kp2-liability-classification-and-fair-value-hierarchy,partially_answerable,PARTIALLY_SUPPORTED,SUPPORTED,RERANKING_MISS,false,0.000,0.000,false,true,138,false
BASELINE_CANONICAL,repeated-passage-kp2-materiality-audit,repeated_passage_across_comparisons,SUPPORTED,SUPPORTED,PIPELINE_SUCCESS,true,0.333,1.000,false,true,128,false
BASELINE_CANONICAL,repeated-passage-kp2-transitions-both-modification,repeated_passage_across_comparisons,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,RETRIEVAL_MISS,false,0.000,0.000,false,true,140,false
BASELINE_CANONICAL,repeated-passage-kp2-financial-liabilities,repeated_passage_across_comparisons,SUPPORTED,SUPPORTED,PIPELINE_SUCCESS,true,0.667,1.000,false,true,139,false
HEADING_PLUS_PASSAGE,sup-act-financial-growth,answerable_by_one_passage,SUPPORTED,SUPPORTED,RERANKING_MISS,false,0.000,0.000,false,true,262,true
HEADING_PLUS_PASSAGE,sup-act-governance-board-meetings,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,GATE_MISCLASSIFICATION,true,0.333,1.000,false,true,219,false
HEADING_PLUS_PASSAGE,sup-act-risk-labour-standards,answerable_by_one_passage,SUPPORTED,SUPPORTED,PIPELINE_SUCCESS,true,0.333,1.000,false,true,174,false
HEADING_PLUS_PASSAGE,sup-bel-financial-repurchase,answerable_by_one_passage,SUPPORTED,SUPPORTED,RERANKING_MISS,false,0.000,0.000,false,true,211,false
HEADING_PLUS_PASSAGE,sup-bel-governance-board-charter,answerable_by_one_passage,SUPPORTED,SUPPORTED,RERANKING_MISS,false,0.000,0.000,false,true,205,false
HEADING_PLUS_PASSAGE,sup-bel-risk-credit-guarantee,answerable_by_one_passage,SUPPORTED,SUPPORTED,PIPELINE_SUCCESS,true,0.333,1.000,false,true,166,false
HEADING_PLUS_PASSAGE,sup-kp2-governance-hse-committee,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,RERANKING_MISS,false,0.000,0.000,false,true,176,false
HEADING_PLUS_PASSAGE,sup-kp2-financial-loss,answerable_by_one_passage,SUPPORTED,SUPPORTED,PIPELINE_SUCCESS,true,0.333,1.000,false,true,165,false
HEADING_PLUS_PASSAGE,sup-kp2-strategy-disclosure-obligations,answerable_by_one_passage,SUPPORTED,SUPPORTED,PIPELINE_SUCCESS,true,1.000,0.500,false,true,166,false
HEADING_PLUS_PASSAGE,sup-sbp-governance-remuneration-policy,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,GATE_MISCLASSIFICATION,true,0.333,1.000,false,true,137,false
HEADING_PLUS_PASSAGE,sup-sbp-strategy-investment-proposition,answerable_by_one_passage,SUPPORTED,SUPPORTED,PIPELINE_SUCCESS,true,0.333,1.000,false,true,138,false
HEADING_PLUS_PASSAGE,sup-sdl-financial-fair-value,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,GATE_MISCLASSIFICATION,true,0.333,1.000,false,true,127,false
HEADING_PLUS_PASSAGE,sup-sdl-governance-key-management,answerable_by_one_passage,SUPPORTED,SUPPORTED,PIPELINE_SUCCESS,true,0.333,1.000,false,true,129,false
HEADING_PLUS_PASSAGE,sup-sdl-strategy-sovereign-risk,answerable_by_one_passage,SUPPORTED,INSUFFICIENT_EVIDENCE,RETRIEVAL_MISS,false,0.000,0.000,false,true,108,true
HEADING_PLUS_PASSAGE,sup-sur-financial-target-setting,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,RERANKING_MISS,false,0.000,0.000,false,true,202,false
HEADING_PLUS_PASSAGE,sup-sur-risk-stakeholder-governance,answerable_by_one_passage,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,GATE_MISCLASSIFICATION,true,0.333,1.000,false,true,209,false
HEADING_PLUS_PASSAGE,sup-sur-strategy-loadshedding,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,GATE_MISCLASSIFICATION,true,0.333,1.000,false,true,196,false
HEADING_PLUS_PASSAGE,sup-multi-act-growth-both-sides,answerable_only_by_multiple_passages,SUPPORTED,INSUFFICIENT_EVIDENCE,EVIDENCE_SELECTION_MISS,false,0.000,0.000,false,true,280,false
HEADING_PLUS_PASSAGE,sup-earlier-side-act-labour,answerable_only_from_earlier_side,SUPPORTED,SUPPORTED,EVIDENCE_SELECTION_MISS,false,0.000,0.000,false,true,183,false
HEADING_PLUS_PASSAGE,sup-later-side-kp2-hse,answerable_only_from_later_side,SUPPORTED,SUPPORTED,RERANKING_MISS,false,0.000,0.000,false,true,172,false
HEADING_PLUS_PASSAGE,sup-new-sdl-directors-report,answerable_from_new_disclosure,SUPPORTED,INSUFFICIENT_EVIDENCE,RERANKING_MISS,true,1.000,1.000,false,true,120,false
HEADING_PLUS_PASSAGE,sup-removed-act-leadership-bio,answerable_from_removed_disclosure,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,GATE_MISCLASSIFICATION,true,0.500,1.000,false,true,144,false
HEADING_PLUS_PASSAGE,sup-modified-bel-agm-notice,answerable_from_modified_disclosure,SUPPORTED,AMBIGUOUS_OR_CONFLICTING,RERANKING_MISS,false,0.000,0.000,false,true,208,false
HEADING_PLUS_PASSAGE,sup-period-kp2-2024,answerable_only_within_one_report_period,SUPPORTED,INSUFFICIENT_EVIDENCE,RETRIEVAL_MISS,false,0.000,0.000,false,true,130,true
HEADING_PLUS_PASSAGE,partial-sbp-remuneration-and-succession,partially_answerable,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PIPELINE_SUCCESS,true,0.333,1.000,false,true,133,false
HEADING_PLUS_PASSAGE,partial-bel-repurchase-and-buyback-pricing,partially_answerable,PARTIALLY_SUPPORTED,SUPPORTED,RETRIEVAL_MISS,false,0.000,0.000,false,true,197,false
HEADING_PLUS_PASSAGE,partial-kp2-materiality-and-fraud-risk,partially_answerable,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,PIPELINE_SUCCESS,true,0.333,1.000,false,true,164,false
HEADING_PLUS_PASSAGE,partial-act-diversity-and-gender-pay-gap,partially_answerable,PARTIALLY_SUPPORTED,PARTIALLY_SUPPORTED,RERANKING_MISS,true,0.333,1.000,false,true,177,true
HEADING_PLUS_PASSAGE,ambiguous-sbp-restatement,conflicting_or_apparently_inconsistent,AMBIGUOUS_OR_CONFLICTING,INSUFFICIENT_EVIDENCE,GATE_MISCLASSIFICATION,false,0.000,1.000,false,true,147,false
HEADING_PLUS_PASSAGE,ambiguous-sdl-directors-report-new-removed,conflicting_or_apparently_inconsistent,AMBIGUOUS_OR_CONFLICTING,AMBIGUOUS_OR_CONFLICTING,PIPELINE_SUCCESS,false,0.000,1.000,false,true,124,false
HEADING_PLUS_PASSAGE,ambiguous-sbp-listed-investment-performance,ambiguous,AMBIGUOUS_OR_CONFLICTING,PARTIALLY_SUPPORTED,GATE_MISCLASSIFICATION,false,0.000,1.000,false,true,140,false
HEADING_PLUS_PASSAGE,ambiguous-sbp-non-executive-directors,ambiguous,AMBIGUOUS_OR_CONFLICTING,SUPPORTED,GATE_MISCLASSIFICATION,false,0.000,1.000,false,true,131,false
HEADING_PLUS_PASSAGE,ambiguous-sbp-valuation-summary,conflicting_or_apparently_inconsistent,AMBIGUOUS_OR_CONFLICTING,INSUFFICIENT_EVIDENCE,GATE_MISCLASSIFICATION,false,0.000,1.000,false,true,109,false
HEADING_PLUS_PASSAGE,noanswer-airline-loyalty,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,PIPELINE_SUCCESS,false,0.000,1.000,false,true,354,false
HEADING_PLUS_PASSAGE,noanswer-esports,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,PIPELINE_SUCCESS,false,0.000,1.000,false,true,311,false
HEADING_PLUS_PASSAGE,noanswer-agriculture-subsidy,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,PIPELINE_SUCCESS,false,0.000,1.000,false,true,326,false
HEADING_PLUS_PASSAGE,noanswer-deep-sea-mining,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,PIPELINE_SUCCESS,false,0.000,1.000,false,true,322,false
HEADING_PLUS_PASSAGE,noanswer-social-media-influencer,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,PIPELINE_SUCCESS,false,0.000,1.000,false,true,328,false
HEADING_PLUS_PASSAGE,noanswer-patent-litigation,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,PIPELINE_SUCCESS,false,0.000,1.000,false,true,384,false
HEADING_PLUS_PASSAGE,noanswer-nonexistent-company,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,PIPELINE_SUCCESS,false,0.000,1.000,false,true,433,false
HEADING_PLUS_PASSAGE,noanswer-unsupported-acquisition,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,PIPELINE_SUCCESS,false,0.000,1.000,false,true,339,false
HEADING_PLUS_PASSAGE,noanswer-nonexistent-regulatory-event,no_answer_in_corpus,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,PIPELINE_SUCCESS,false,0.000,1.000,false,true,273,false
HEADING_PLUS_PASSAGE,noanswer-unsupported-numeric-claim,unsupported_exact_numeric_claim,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,PIPELINE_SUCCESS,false,0.000,1.000,false,true,385,false
HEADING_PLUS_PASSAGE,numeric-trap-act-operating-margin,numerical_table_fragment_without_explanatory_prose,INSUFFICIENT_EVIDENCE,SUPPORTED,GATE_MISCLASSIFICATION,false,0.000,1.000,false,true,182,false
HEADING_PLUS_PASSAGE,numeric-trap-sbp-investments-per-category,numerical_table_fragment_without_explanatory_prose,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,PIPELINE_SUCCESS,false,0.000,1.000,false,true,152,false
HEADING_PLUS_PASSAGE,numeric-trap-short-heading-operations,short_heading_trap,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,RERANKING_MISS,false,0.000,0.000,false,true,356,true
HEADING_PLUS_PASSAGE,short-heading-trap-usd-currency,short_heading_trap,PARTIALLY_SUPPORTED,INSUFFICIENT_EVIDENCE,RETRIEVAL_MISS,false,0.000,0.000,false,true,184,true
HEADING_PLUS_PASSAGE,short-heading-trap-back-navigation,short_heading_trap,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,PIPELINE_SUCCESS,false,0.000,1.000,false,true,190,false
HEADING_PLUS_PASSAGE,broad-corpus-governance-practices,broad_corpus_wide,SUPPORTED,INSUFFICIENT_EVIDENCE,RETRIEVAL_MISS,false,0.333,0.000,false,true,468,true
HEADING_PLUS_PASSAGE,multi-company-remuneration-comparison,multi_company,SUPPORTED,INSUFFICIENT_EVIDENCE,RETRIEVAL_MISS,false,0.000,0.000,false,true,338,true
HEADING_PLUS_PASSAGE,weak-indirect-sbp-industrial-diversification,weak_indirect_evidence,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,PIPELINE_SUCCESS,false,0.000,1.000,false,true,131,false
HEADING_PLUS_PASSAGE,related-terminology-no-support-kp2-community,related_terminology_no_direct_support,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,PIPELINE_SUCCESS,false,0.000,1.000,false,true,192,false
HEADING_PLUS_PASSAGE,quality-aware-act-remuneration-short,requires_quality_aware_interpretation,SUPPORTED,INSUFFICIENT_EVIDENCE,RETRIEVAL_MISS,false,0.000,0.000,false,true,164,true
HEADING_PLUS_PASSAGE,direction-lexical-act-growth-increase,requires_comparison_direction,SUPPORTED,INSUFFICIENT_EVIDENCE,RETRIEVAL_MISS,false,0.000,0.000,false,true,268,true
HEADING_PLUS_PASSAGE,direction-lexical-bel-repurchase-removed,requires_comparison_direction,SUPPORTED,INSUFFICIENT_EVIDENCE,RETRIEVAL_MISS,false,0.000,0.000,false,true,222,true
HEADING_PLUS_PASSAGE,chronology-kp2-hse-governance-timeline,requires_chronology,SUPPORTED,INSUFFICIENT_EVIDENCE,RETRIEVAL_MISS,false,0.000,0.000,false,true,186,true
HEADING_PLUS_PASSAGE,sup-sbp-financial-incentives,answerable_by_one_passage,SUPPORTED,INSUFFICIENT_EVIDENCE,EVIDENCE_SELECTION_MISS,false,0.000,0.000,false,true,170,false
HEADING_PLUS_PASSAGE,sup-sbp-governance-special-incentives,answerable_by_one_passage,SUPPORTED,SUPPORTED,PIPELINE_SUCCESS,true,0.333,1.000,false,true,184,false
HEADING_PLUS_PASSAGE,sup-sbp-shareholder-inclusive-approach,answerable_by_one_passage,SUPPORTED,SUPPORTED,EVIDENCE_SELECTION_MISS,false,0.000,0.000,false,true,167,false
HEADING_PLUS_PASSAGE,sup-sdl-financial-environmental-stewardship,answerable_by_one_passage,SUPPORTED,SUPPORTED,PIPELINE_SUCCESS,true,0.500,1.000,false,true,143,false
HEADING_PLUS_PASSAGE,sup-sdl-financial-directors-report-governance,answerable_by_one_passage,SUPPORTED,SUPPORTED,PIPELINE_SUCCESS,true,0.333,1.000,false,true,133,false
HEADING_PLUS_PASSAGE,sup-sdl-governance-new-director-bio,answerable_from_new_disclosure,SUPPORTED,SUPPORTED,PIPELINE_SUCCESS,true,0.333,1.000,false,true,142,false
HEADING_PLUS_PASSAGE,sup-sdl-governance-no-significant-changes,answerable_by_one_passage,SUPPORTED,PARTIALLY_SUPPORTED,GATE_MISCLASSIFICATION,true,0.500,1.000,false,true,152,false
